site,scenario,level,seed,policy,horizon_s,eligible_tasks,completed,overdue_en_route,overdue_assigned,run,registry_sha256
A,E3_L3_COMP_F4,L3,20240617,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240617/B1,dbd00eb659987f969d45f0d8cafde603c25ccaa82ef719568dac4de9177e40cf
A,E3_L3_COMP_F4,L3,20240617,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240617/B2,dbd00eb659987f969d45f0d8cafde603c25ccaa82ef719568dac4de9177e40cf
A,E3_L3_COMP_F4,L3,20240617,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240617/B4b,dbd00eb659987f969d45f0d8cafde603c25ccaa82ef719568dac4de9177e40cf
A,E3_L3_COMP_F4,L3,20240618,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240618/B0,bdb6e83c9a3adf4e58e371036dd751b94ac623810b5b2df4789cd65582ab6022
A,E3_L3_COMP_F4,L3,20240618,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240618/B1,8ce67cf44da50738e12864cb1bf9c842c2096dee4a368ff17b095e3425b33589
A,E3_L3_COMP_F4,L3,20240618,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240618/B2,8ce67cf44da50738e12864cb1bf9c842c2096dee4a368ff17b095e3425b33589
A,E3_L3_COMP_F4,L3,20240618,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240618/B4b,8ce67cf44da50738e12864cb1bf9c842c2096dee4a368ff17b095e3425b33589
A,E3_L3_COMP_F4,L3,20240619,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240619/B0,3965e9f136cb75cc80adbd686fc9c6ca8b96973591a16375e547c77d536d6429
A,E3_L3_COMP_F4,L3,20240619,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240619/B1,584aacb5cc9aa6635c41a9463e606b3864d1695835ef253df7724dce5de980c1
A,E3_L3_COMP_F4,L3,20240619,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240619/B2,584aacb5cc9aa6635c41a9463e606b3864d1695835ef253df7724dce5de980c1
A,E3_L3_COMP_F4,L3,20240619,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240619/B4b,584aacb5cc9aa6635c41a9463e606b3864d1695835ef253df7724dce5de980c1
A,E3_L3_COMP_F4,L3,20240620,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240620/B0,447a76a391306ac270028242f7d5f87cc199ad502c72b20e5b2e72d3a61a0e64
A,E3_L3_COMP_F4,L3,20240620,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240620/B1,32619cc3881330ac2f0685f640d3d1897fea3bb542857ea324143cadef69c6c5
A,E3_L3_COMP_F4,L3,20240620,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240620/B2,32619cc3881330ac2f0685f640d3d1897fea3bb542857ea324143cadef69c6c5
A,E3_L3_COMP_F4,L3,20240620,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F4/seed20240620/B4b,32619cc3881330ac2f0685f640d3d1897fea3bb542857ea324143cadef69c6c5
A,E3_L3_COMP_F5,L3,20240601,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240601/B0,324bf2ef06e0c389eba20718ed6a3ffc83c4d6b65e80f0c1f7dd5680e4ec9ddc
A,E3_L3_COMP_F5,L3,20240601,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240601/B1,8742c9f128916ad1c6fc10fa8e2202826191851fd4af855a52b17da69c6154ba
A,E3_L3_COMP_F5,L3,20240601,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240601/B2,8742c9f128916ad1c6fc10fa8e2202826191851fd4af855a52b17da69c6154ba
A,E3_L3_COMP_F5,L3,20240601,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240601/B4b,8742c9f128916ad1c6fc10fa8e2202826191851fd4af855a52b17da69c6154ba
A,E3_L3_COMP_F5,L3,20240602,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240602/B0,41eba9b5c0e2f63bb76da65c1f7dd314ff960b72e610090389e296cf11348b0f
A,E3_L3_COMP_F5,L3,20240602,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240602/B1,06a31b4045e7d3e0c0ec751d606149323181c9e17cc8403cf27cd304ad61e84d
A,E3_L3_COMP_F5,L3,20240602,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240602/B2,06a31b4045e7d3e0c0ec751d606149323181c9e17cc8403cf27cd304ad61e84d
A,E3_L3_COMP_F5,L3,20240602,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240602/B4b,06a31b4045e7d3e0c0ec751d606149323181c9e17cc8403cf27cd304ad61e84d
A,E3_L3_COMP_F5,L3,20240603,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240603/B0,6196c1b43402781b69011874ac61f655bc29d4883d9351aa446e9d92dd973f35
A,E3_L3_COMP_F5,L3,20240603,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240603/B1,9733210c31f92da47aa4510cfe727e366b0ba2da9f073dce25c2daf3912a6d32
A,E3_L3_COMP_F5,L3,20240603,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240603/B2,9733210c31f92da47aa4510cfe727e366b0ba2da9f073dce25c2daf3912a6d32
A,E3_L3_COMP_F5,L3,20240603,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240603/B4b,9733210c31f92da47aa4510cfe727e366b0ba2da9f073dce25c2daf3912a6d32
A,E3_L3_COMP_F5,L3,20240604,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240604/B0,89b2e74495851e073ce97f2f59feb066b5c5064aa2c12926463f99e80d3680d2
A,E3_L3_COMP_F5,L3,20240604,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240604/B1,e9210c0efd422da8594a56b7d1ff7db3591d9a07200f2f3a96d56ffec3b02c18
A,E3_L3_COMP_F5,L3,20240604,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240604/B2,e9210c0efd422da8594a56b7d1ff7db3591d9a07200f2f3a96d56ffec3b02c18
A,E3_L3_COMP_F5,L3,20240604,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240604/B4b,e9210c0efd422da8594a56b7d1ff7db3591d9a07200f2f3a96d56ffec3b02c18
A,E3_L3_COMP_F5,L3,20240605,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240605/B0,78351bbfede894fbfe0aa5b1169e8e0b6ca484e6ec4dcc8f6416691333bb1222
A,E3_L3_COMP_F5,L3,20240605,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240605/B1,671b70a0ae6899fcb5c16e6252bb5377a510091fdad9734b8da4bbf0c82c0d5f
A,E3_L3_COMP_F5,L3,20240605,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240605/B2,671b70a0ae6899fcb5c16e6252bb5377a510091fdad9734b8da4bbf0c82c0d5f
A,E3_L3_COMP_F5,L3,20240605,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240605/B4b,671b70a0ae6899fcb5c16e6252bb5377a510091fdad9734b8da4bbf0c82c0d5f
A,E3_L3_COMP_F5,L3,20240606,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240606/B0,ac52f868416a17ac2341fc591b44ee5a428b22f4413999b2068daf76492d56a4
A,E3_L3_COMP_F5,L3,20240606,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240606/B1,0139cfc4deebeda3447a5eb0b451f7501a51878ed34c2d82fa6b8f4a4fff5ee3
A,E3_L3_COMP_F5,L3,20240606,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240606/B2,0139cfc4deebeda3447a5eb0b451f7501a51878ed34c2d82fa6b8f4a4fff5ee3
A,E3_L3_COMP_F5,L3,20240606,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240606/B4b,0139cfc4deebeda3447a5eb0b451f7501a51878ed34c2d82fa6b8f4a4fff5ee3
A,E3_L3_COMP_F5,L3,20240607,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240607/B0,ff1aaeb4c43f4d1287ef8b7e8ad9cb21e099a726a5787a8556fcce951dda222b
A,E3_L3_COMP_F5,L3,20240607,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240607/B1,5b8d52b9e55e9b0412b2ddf9b131d4191c6207c9e8db57dbe760f1207c360c80
A,E3_L3_COMP_F5,L3,20240607,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240607/B2,5b8d52b9e55e9b0412b2ddf9b131d4191c6207c9e8db57dbe760f1207c360c80
A,E3_L3_COMP_F5,L3,20240607,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240607/B4b,5b8d52b9e55e9b0412b2ddf9b131d4191c6207c9e8db57dbe760f1207c360c80
A,E3_L3_COMP_F5,L3,20240608,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240608/B0,8b021d4f647bd20f42e57f1f878d80575b8b4d0ea3a2a7ff1c4deddff47a2e39
A,E3_L3_COMP_F5,L3,20240608,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240608/B1,8598a01c395cc8c59882dea68137f28bbc9d1d96b4f3f4f21ca392f04658b289
A,E3_L3_COMP_F5,L3,20240608,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240608/B2,8598a01c395cc8c59882dea68137f28bbc9d1d96b4f3f4f21ca392f04658b289
A,E3_L3_COMP_F5,L3,20240608,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240608/B4b,8598a01c395cc8c59882dea68137f28bbc9d1d96b4f3f4f21ca392f04658b289
A,E3_L3_COMP_F5,L3,20240609,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240609/B0,5dfbd995b489d3ee2fba7cd4883fc49175826a6921ed76bd7ce9f2b1c9547677
A,E3_L3_COMP_F5,L3,20240609,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240609/B1,0732d5a9923bbd47a6ae998cecb5279425ce30898f2ec71aa55a8816a62177d1
A,E3_L3_COMP_F5,L3,20240609,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240609/B2,0732d5a9923bbd47a6ae998cecb5279425ce30898f2ec71aa55a8816a62177d1
A,E3_L3_COMP_F5,L3,20240609,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240609/B4b,0732d5a9923bbd47a6ae998cecb5279425ce30898f2ec71aa55a8816a62177d1
A,E3_L3_COMP_F5,L3,20240610,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240610/B0,2d8814c2d615898ef95a813345f66559a11ca757ed2d674d1f4dc0c1dd0055c0
A,E3_L3_COMP_F5,L3,20240610,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240610/B1,44a0c62ed1b8db48878dbc5dca9d7ba18c3570ff915a3ba9a26db8be869dc85d
A,E3_L3_COMP_F5,L3,20240610,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240610/B2,44a0c62ed1b8db48878dbc5dca9d7ba18c3570ff915a3ba9a26db8be869dc85d
A,E3_L3_COMP_F5,L3,20240610,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240610/B4b,44a0c62ed1b8db48878dbc5dca9d7ba18c3570ff915a3ba9a26db8be869dc85d
A,E3_L3_COMP_F5,L3,20240611,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240611/B0,90439e5f72eaa598a697f7f69232e8da08f1a830b758661ac29ae9014efbb0a1
A,E3_L3_COMP_F5,L3,20240611,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240611/B1,a91413e52bc09dbb9254821eda4b95606a15578825c3319e68dcd6d989857493
A,E3_L3_COMP_F5,L3,20240611,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240611/B2,a91413e52bc09dbb9254821eda4b95606a15578825c3319e68dcd6d989857493
A,E3_L3_COMP_F5,L3,20240611,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240611/B4b,a91413e52bc09dbb9254821eda4b95606a15578825c3319e68dcd6d989857493
A,E3_L3_COMP_F5,L3,20240612,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240612/B0,42a05a020e2a1f7ef69d36d6fa7c67283623b60dbd3c7939f269cefef3a3f570
A,E3_L3_COMP_F5,L3,20240612,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240612/B1,45648189146ea0a2d4d449a12170b8d86ddb5dcd232afecc312ca9660cbd2a10
A,E3_L3_COMP_F5,L3,20240612,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240612/B2,45648189146ea0a2d4d449a12170b8d86ddb5dcd232afecc312ca9660cbd2a10
A,E3_L3_COMP_F5,L3,20240612,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240612/B4b,45648189146ea0a2d4d449a12170b8d86ddb5dcd232afecc312ca9660cbd2a10
A,E3_L3_COMP_F5,L3,20240613,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240613/B0,3059a42dc0c40453b8ed77999c8108ce6c4095bfdbb996b203e6576a79c66431
A,E3_L3_COMP_F5,L3,20240613,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240613/B1,cb4df316561a6c594856bdc30b765b9e0aa2b9a77441d350edbdd99b83d87b68
A,E3_L3_COMP_F5,L3,20240613,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240613/B2,cb4df316561a6c594856bdc30b765b9e0aa2b9a77441d350edbdd99b83d87b68
A,E3_L3_COMP_F5,L3,20240613,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240613/B4b,cb4df316561a6c594856bdc30b765b9e0aa2b9a77441d350edbdd99b83d87b68
A,E3_L3_COMP_F5,L3,20240614,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240614/B0,e5d20568e83b0be37de022833e653c42307846ba08ac0433c7afe6c3fc5d6dbb
A,E3_L3_COMP_F5,L3,20240614,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240614/B1,ea9bfcac01afc38623434424633ebf54b7d6b668d51d4927ef551e447aa5bb99
A,E3_L3_COMP_F5,L3,20240614,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240614/B2,ea9bfcac01afc38623434424633ebf54b7d6b668d51d4927ef551e447aa5bb99
A,E3_L3_COMP_F5,L3,20240614,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240614/B4b,ea9bfcac01afc38623434424633ebf54b7d6b668d51d4927ef551e447aa5bb99
A,E3_L3_COMP_F5,L3,20240615,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240615/B0,bbb7372839de6245d3222ebd1960e21335bd0daf735ab0353fd0b678e7a33a75
A,E3_L3_COMP_F5,L3,20240615,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240615/B1,e1fba4371a31db04fb472f93b23c7605a39e09cf0d40d5d1a97cc7e42f8c751f
A,E3_L3_COMP_F5,L3,20240615,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240615/B2,e1fba4371a31db04fb472f93b23c7605a39e09cf0d40d5d1a97cc7e42f8c751f
A,E3_L3_COMP_F5,L3,20240615,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240615/B4b,e1fba4371a31db04fb472f93b23c7605a39e09cf0d40d5d1a97cc7e42f8c751f
A,E3_L3_COMP_F5,L3,20240616,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240616/B0,447a2ecc051aae3a165d7f30e07ae00e4ebf6eb5b3ea86edf5fc366849723dec
A,E3_L3_COMP_F5,L3,20240616,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240616/B1,54b2923cd7c478caa958e4fc7f9f6e998e69b876bfdedef92c513e820e5b0d72
A,E3_L3_COMP_F5,L3,20240616,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240616/B2,54b2923cd7c478caa958e4fc7f9f6e998e69b876bfdedef92c513e820e5b0d72
A,E3_L3_COMP_F5,L3,20240616,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240616/B4b,54b2923cd7c478caa958e4fc7f9f6e998e69b876bfdedef92c513e820e5b0d72
A,E3_L3_COMP_F5,L3,20240617,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240617/B0,b9f90de3428ddb68dcb7d417430fe7d2cbde42591870764bf98e5634714fb9e4
A,E3_L3_COMP_F5,L3,20240617,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240617/B1,dbd00eb659987f969d45f0d8cafde603c25ccaa82ef719568dac4de9177e40cf
A,E3_L3_COMP_F5,L3,20240617,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240617/B2,dbd00eb659987f969d45f0d8cafde603c25ccaa82ef719568dac4de9177e40cf
A,E3_L3_COMP_F5,L3,20240617,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240617/B4b,dbd00eb659987f969d45f0d8cafde603c25ccaa82ef719568dac4de9177e40cf
A,E3_L3_COMP_F5,L3,20240618,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240618/B0,bdb6e83c9a3adf4e58e371036dd751b94ac623810b5b2df4789cd65582ab6022
A,E3_L3_COMP_F5,L3,20240618,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240618/B1,8ce67cf44da50738e12864cb1bf9c842c2096dee4a368ff17b095e3425b33589
A,E3_L3_COMP_F5,L3,20240618,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240618/B2,8ce67cf44da50738e12864cb1bf9c842c2096dee4a368ff17b095e3425b33589
A,E3_L3_COMP_F5,L3,20240618,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240618/B4b,8ce67cf44da50738e12864cb1bf9c842c2096dee4a368ff17b095e3425b33589
A,E3_L3_COMP_F5,L3,20240619,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240619/B0,3965e9f136cb75cc80adbd686fc9c6ca8b96973591a16375e547c77d536d6429
A,E3_L3_COMP_F5,L3,20240619,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240619/B1,584aacb5cc9aa6635c41a9463e606b3864d1695835ef253df7724dce5de980c1
A,E3_L3_COMP_F5,L3,20240619,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240619/B2,584aacb5cc9aa6635c41a9463e606b3864d1695835ef253df7724dce5de980c1
A,E3_L3_COMP_F5,L3,20240619,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240619/B4b,584aacb5cc9aa6635c41a9463e606b3864d1695835ef253df7724dce5de980c1
A,E3_L3_COMP_F5,L3,20240620,B0,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240620/B0,447a76a391306ac270028242f7d5f87cc199ad502c72b20e5b2e72d3a61a0e64
A,E3_L3_COMP_F5,L3,20240620,B1,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240620/B1,32619cc3881330ac2f0685f640d3d1897fea3bb542857ea324143cadef69c6c5
A,E3_L3_COMP_F5,L3,20240620,B2,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240620/B2,32619cc3881330ac2f0685f640d3d1897fea3bb542857ea324143cadef69c6c5
A,E3_L3_COMP_F5,L3,20240620,B4b,1200,2,2,0,0,runs/experiment3/E3_L3_COMP_F5/seed20240620/B4b,32619cc3881330ac2f0685f640d3d1897fea3bb542857ea324143cadef69c6c5
A,E3_L4_A,L4,20240601,B0,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240601/B0,a2419fdce9d2e130a9013e76e2e45f5254505056dd787a74953071cdc209c1f4
A,E3_L4_A,L4,20240601,B1,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240601/B1,a9f46858bd8543bd226ad912d88ca3b7aa36b4c54fa290b3ae8029944249510e
A,E3_L4_A,L4,20240601,B2,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240601/B2,a9f46858bd8543bd226ad912d88ca3b7aa36b4c54fa290b3ae8029944249510e
A,E3_L4_A,L4,20240601,B4b,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240601/B4b,a9f46858bd8543bd226ad912d88ca3b7aa36b4c54fa290b3ae8029944249510e
A,E3_L4_A,L4,20240602,B0,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240602/B0,b2d6661dc28e67cca1a1d48ca02ca8d1c976b2d7c92826298fca2811c9b048bc
A,E3_L4_A,L4,20240602,B1,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240602/B1,30057564631d37b239919eba30360da26ff5ffcba5fc7d7442b31aa4e580ceab
A,E3_L4_A,L4,20240602,B2,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240602/B2,30057564631d37b239919eba30360da26ff5ffcba5fc7d7442b31aa4e580ceab
A,E3_L4_A,L4,20240602,B4b,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240602/B4b,30057564631d37b239919eba30360da26ff5ffcba5fc7d7442b31aa4e580ceab
A,E3_L4_A,L4,20240603,B0,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240603/B0,7f3088a4fcb82968307d01449d244ce48c1da819de2ffcf473c3e6c5bb8da771
A,E3_L4_A,L4,20240603,B1,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240603/B1,ea4ec65f0b7105f9d14a93feaf9be71b4f209cf4aa05da5069f9552b4c2829cc
A,E3_L4_A,L4,20240603,B2,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240603/B2,ea4ec65f0b7105f9d14a93feaf9be71b4f209cf4aa05da5069f9552b4c2829cc
A,E3_L4_A,L4,20240603,B4b,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240603/B4b,ea4ec65f0b7105f9d14a93feaf9be71b4f209cf4aa05da5069f9552b4c2829cc
A,E3_L4_A,L4,20240604,B0,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240604/B0,beb365c077c183c4b1f7a0ff355883b8b51b7850d55884802513b969e76e758d
A,E3_L4_A,L4,20240604,B1,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240604/B1,e68fc4d8c4e2b1bce81a5ecd633c0003986ed47d511ca6cfd3b2435c369aba16
A,E3_L4_A,L4,20240604,B2,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240604/B2,e68fc4d8c4e2b1bce81a5ecd633c0003986ed47d511ca6cfd3b2435c369aba16
A,E3_L4_A,L4,20240604,B4b,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240604/B4b,e68fc4d8c4e2b1bce81a5ecd633c0003986ed47d511ca6cfd3b2435c369aba16
A,E3_L4_A,L4,20240605,B0,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240605/B0,9021ce96537abe04282dc154f5718258bbef3b6c10c29ae3917ab4d9cf2b8b3d
A,E3_L4_A,L4,20240605,B1,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240605/B1,db2d1fd57a0f38973e9f08759249920a71caa3d917d362bd7ca2dcced8d3c79a
A,E3_L4_A,L4,20240605,B2,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240605/B2,db2d1fd57a0f38973e9f08759249920a71caa3d917d362bd7ca2dcced8d3c79a
A,E3_L4_A,L4,20240605,B4b,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240605/B4b,db2d1fd57a0f38973e9f08759249920a71caa3d917d362bd7ca2dcced8d3c79a
A,E3_L4_A,L4,20240606,B0,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240606/B0,1c47fef30cb8ffa08fd6bb76f1b5271d5d4d852e5b082a660e197dabd5368835
A,E3_L4_A,L4,20240606,B1,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240606/B1,6256918eb866effc9399c81ce492d38d1cc3a836cbd2b772179eba4758b69adf
A,E3_L4_A,L4,20240606,B2,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240606/B2,6256918eb866effc9399c81ce492d38d1cc3a836cbd2b772179eba4758b69adf
A,E3_L4_A,L4,20240606,B4b,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240606/B4b,6256918eb866effc9399c81ce492d38d1cc3a836cbd2b772179eba4758b69adf
A,E3_L4_A,L4,20240607,B0,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240607/B0,2a6eafd7327042ce96d9e3c7ae3ca988a34fc23f68c332959b3f6763b9db54d1
A,E3_L4_A,L4,20240607,B1,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240607/B1,b24b5c2713d1cc1820c920f44f8af39cac9419de9788a15f8128413b66707502
A,E3_L4_A,L4,20240607,B2,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240607/B2,b24b5c2713d1cc1820c920f44f8af39cac9419de9788a15f8128413b66707502
A,E3_L4_A,L4,20240607,B4b,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240607/B4b,b24b5c2713d1cc1820c920f44f8af39cac9419de9788a15f8128413b66707502
A,E3_L4_A,L4,20240608,B0,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240608/B0,0048de1ad284582483f7fc8efdbd1db4f47018bf332527f54252dbff179996b5
A,E3_L4_A,L4,20240608,B1,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240608/B1,c6530f442621ab873173bf810d0001eee38e85f4e56f70df42a80085b63bf2df
A,E3_L4_A,L4,20240608,B2,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240608/B2,c6530f442621ab873173bf810d0001eee38e85f4e56f70df42a80085b63bf2df
A,E3_L4_A,L4,20240608,B4b,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240608/B4b,c6530f442621ab873173bf810d0001eee38e85f4e56f70df42a80085b63bf2df
A,E3_L4_A,L4,20240609,B0,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240609/B0,85db76780187252000193a3353f82e5ddfe92ff1ab1fab0ac8b026e3fe87004c
A,E3_L4_A,L4,20240609,B1,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240609/B1,42965bdaf3645885ef1b6df52824154e35b223261593f5b66248b3ee18bac468
A,E3_L4_A,L4,20240609,B2,1200,2,2,0,0,runs/experiment3/E3_L4_A/seed20240609/B2,42965bdaf3645885ef1b6df52824154e35b223261593f5b66248b3ee18bac468
