site,scenario,level,seed,policy,horizon_s,eligible_tasks,completed,overdue_en_route,overdue_assigned,run,registry_sha256
B,E3XB_L2_F6_F5,L2,20240601,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240601/B4b,b010f94e6251c511118c660614bfdbf06ecea3dbc46321a8a2a05a1d25e67c75
B,E3XB_L2_F6_F5,L2,20240602,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240602/B0,ff0a2fdd924db547c9399e578c8b30d64cdde2a04a6b10a27e66ca5ad05b3b99
B,E3XB_L2_F6_F5,L2,20240602,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240602/B1,7aecd096b5a069c68c2425bf0fcb94d9a3aa1d9bcf3f147acd1e4bd4a2b376f0
B,E3XB_L2_F6_F5,L2,20240602,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240602/B2,7aecd096b5a069c68c2425bf0fcb94d9a3aa1d9bcf3f147acd1e4bd4a2b376f0
B,E3XB_L2_F6_F5,L2,20240602,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240602/B4b,7aecd096b5a069c68c2425bf0fcb94d9a3aa1d9bcf3f147acd1e4bd4a2b376f0
B,E3XB_L2_F6_F5,L2,20240603,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240603/B0,fb1d0889c15ff73c6508c4aaadd9b4da7d15db76f62b24175900a96279617db6
B,E3XB_L2_F6_F5,L2,20240603,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240603/B1,ed614ced6ba76fd8002a071a12148011b59d6fed7aea6020fc9ab2bad172f29f
B,E3XB_L2_F6_F5,L2,20240603,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240603/B2,ed614ced6ba76fd8002a071a12148011b59d6fed7aea6020fc9ab2bad172f29f
B,E3XB_L2_F6_F5,L2,20240603,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240603/B4b,ed614ced6ba76fd8002a071a12148011b59d6fed7aea6020fc9ab2bad172f29f
B,E3XB_L2_F6_F5,L2,20240604,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240604/B0,df70ac6d2b321c86a03a8464ee421402a5608ee2f19d44eecd56a68527c4576b
B,E3XB_L2_F6_F5,L2,20240604,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240604/B1,3fc607934f268986c670ce70f7e494c8b270f8da1ff78e29145f018c8e7053d6
B,E3XB_L2_F6_F5,L2,20240604,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240604/B2,3fc607934f268986c670ce70f7e494c8b270f8da1ff78e29145f018c8e7053d6
B,E3XB_L2_F6_F5,L2,20240604,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240604/B4b,3fc607934f268986c670ce70f7e494c8b270f8da1ff78e29145f018c8e7053d6
B,E3XB_L2_F6_F5,L2,20240605,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240605/B0,dd3ba6842e6988ef43f15f80f06649e67c5878ec5574bd05b68b093f6276e8da
B,E3XB_L2_F6_F5,L2,20240605,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240605/B1,d16204df63da342c3b0d2ae7f8eb1d5626f06569c1c7357bc04d6b3776e21f70
B,E3XB_L2_F6_F5,L2,20240605,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240605/B2,d16204df63da342c3b0d2ae7f8eb1d5626f06569c1c7357bc04d6b3776e21f70
B,E3XB_L2_F6_F5,L2,20240605,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240605/B4b,d16204df63da342c3b0d2ae7f8eb1d5626f06569c1c7357bc04d6b3776e21f70
B,E3XB_L2_F6_F5,L2,20240606,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240606/B0,5c1b11b6f9fb040183b2c30ee79c6afbba12f54e06b1c8cd23f8c8b68bc6d513
B,E3XB_L2_F6_F5,L2,20240606,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240606/B1,07f3e607fe07896136509070bf4ed2f548b33554ec0f7e6c60808d236fe5769f
B,E3XB_L2_F6_F5,L2,20240606,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240606/B2,07f3e607fe07896136509070bf4ed2f548b33554ec0f7e6c60808d236fe5769f
B,E3XB_L2_F6_F5,L2,20240606,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240606/B4b,07f3e607fe07896136509070bf4ed2f548b33554ec0f7e6c60808d236fe5769f
B,E3XB_L2_F6_F5,L2,20240607,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240607/B0,f3caf13917e616425a4729f2bf29bdda0a3102cbc3b62b20ab9ebad3f195aeb6
B,E3XB_L2_F6_F5,L2,20240607,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240607/B1,ff38a15ac30053b63c313ecc6824e5b53d0b9dfc814f1f22a7710f1cef5c2229
B,E3XB_L2_F6_F5,L2,20240607,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240607/B2,ff38a15ac30053b63c313ecc6824e5b53d0b9dfc814f1f22a7710f1cef5c2229
B,E3XB_L2_F6_F5,L2,20240607,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240607/B4b,ff38a15ac30053b63c313ecc6824e5b53d0b9dfc814f1f22a7710f1cef5c2229
B,E3XB_L2_F6_F5,L2,20240608,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240608/B0,bcd6f64931ea707cb50b6e63219c166953f8374282f2a86fa072cf2f039fcdf0
B,E3XB_L2_F6_F5,L2,20240608,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240608/B1,780459babc2a5a73b81632593cf07817087f2f2e532657adeb0237ddecff473f
B,E3XB_L2_F6_F5,L2,20240608,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240608/B2,780459babc2a5a73b81632593cf07817087f2f2e532657adeb0237ddecff473f
B,E3XB_L2_F6_F5,L2,20240608,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240608/B4b,780459babc2a5a73b81632593cf07817087f2f2e532657adeb0237ddecff473f
B,E3XB_L2_F6_F5,L2,20240609,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240609/B0,07b4dae9936f3071fd61a5619e644316b029a9efc0dbf1e29b1e29a113b40c63
B,E3XB_L2_F6_F5,L2,20240609,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240609/B1,630ffd98747c6bd942d4631cc1da3a1897d2cf8713016be63ed4a8e030175143
B,E3XB_L2_F6_F5,L2,20240609,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240609/B2,630ffd98747c6bd942d4631cc1da3a1897d2cf8713016be63ed4a8e030175143
B,E3XB_L2_F6_F5,L2,20240609,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240609/B4b,630ffd98747c6bd942d4631cc1da3a1897d2cf8713016be63ed4a8e030175143
B,E3XB_L2_F6_F5,L2,20240610,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240610/B0,089c4a5f39c0d04212b75c901ff6f21002ed108b12ec0897eefe1e27058ac409
B,E3XB_L2_F6_F5,L2,20240610,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240610/B1,d1dee3b96c4fe7c03a558fc6cc3ae5d0f80892f1bedbf1528b5f218e0e2c93be
B,E3XB_L2_F6_F5,L2,20240610,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240610/B2,d1dee3b96c4fe7c03a558fc6cc3ae5d0f80892f1bedbf1528b5f218e0e2c93be
B,E3XB_L2_F6_F5,L2,20240610,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240610/B4b,d1dee3b96c4fe7c03a558fc6cc3ae5d0f80892f1bedbf1528b5f218e0e2c93be
B,E3XB_L2_F6_F5,L2,20240611,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240611/B0,6c725a73521ab8c452cb3fab7d2635445e6fe79993b2b692d364d54832bc6bc2
B,E3XB_L2_F6_F5,L2,20240611,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240611/B1,835ad0ac6826aca5bb9575746fb7b8934fe1ffe41bcce3626e6d5fef88f6aafc
B,E3XB_L2_F6_F5,L2,20240611,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240611/B2,835ad0ac6826aca5bb9575746fb7b8934fe1ffe41bcce3626e6d5fef88f6aafc
B,E3XB_L2_F6_F5,L2,20240611,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240611/B4b,835ad0ac6826aca5bb9575746fb7b8934fe1ffe41bcce3626e6d5fef88f6aafc
B,E3XB_L2_F6_F5,L2,20240612,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240612/B0,1b54ad937181d49a7aadfe0839968c76a81a7afd32f47e3195a1bb4a4733f032
B,E3XB_L2_F6_F5,L2,20240612,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240612/B1,01dc87392b07f972fc0dfb132b4a575bbf307deb08ef6830da2d824f7e6f4b65
B,E3XB_L2_F6_F5,L2,20240612,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240612/B2,01dc87392b07f972fc0dfb132b4a575bbf307deb08ef6830da2d824f7e6f4b65
B,E3XB_L2_F6_F5,L2,20240612,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240612/B4b,01dc87392b07f972fc0dfb132b4a575bbf307deb08ef6830da2d824f7e6f4b65
B,E3XB_L2_F6_F5,L2,20240613,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240613/B0,f5863eb1fd4f2c089a1586257a1954295ed879f0a6e69ee6efdffb1d43dcdaad
B,E3XB_L2_F6_F5,L2,20240613,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240613/B1,d3a2d0aaf6397e48314cc018a2ad4eb009e75d71c5fd4791ffa6d34f931e79f7
B,E3XB_L2_F6_F5,L2,20240613,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240613/B2,d3a2d0aaf6397e48314cc018a2ad4eb009e75d71c5fd4791ffa6d34f931e79f7
B,E3XB_L2_F6_F5,L2,20240613,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240613/B4b,d3a2d0aaf6397e48314cc018a2ad4eb009e75d71c5fd4791ffa6d34f931e79f7
B,E3XB_L2_F6_F5,L2,20240614,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240614/B0,f8177b0c4cfcfc377e48d62f425185495edb24e7023ced061a54e319bee50dd0
B,E3XB_L2_F6_F5,L2,20240614,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240614/B1,743477d6c7a60131998aa81094601eaadc35238dff3870a28ded75b3a592755f
B,E3XB_L2_F6_F5,L2,20240614,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240614/B2,743477d6c7a60131998aa81094601eaadc35238dff3870a28ded75b3a592755f
B,E3XB_L2_F6_F5,L2,20240614,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240614/B4b,743477d6c7a60131998aa81094601eaadc35238dff3870a28ded75b3a592755f
B,E3XB_L2_F6_F5,L2,20240615,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240615/B0,2f3be9706264217dc35cc1b4020cead69af94201c08ee55774d939ab07abc18a
B,E3XB_L2_F6_F5,L2,20240615,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240615/B1,0a87e94fa96f59c62eaafbe122cfe8400f403ef22df9f759da59b854674ecde4
B,E3XB_L2_F6_F5,L2,20240615,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240615/B2,0a87e94fa96f59c62eaafbe122cfe8400f403ef22df9f759da59b854674ecde4
B,E3XB_L2_F6_F5,L2,20240615,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240615/B4b,0a87e94fa96f59c62eaafbe122cfe8400f403ef22df9f759da59b854674ecde4
B,E3XB_L2_F6_F5,L2,20240616,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240616/B0,51a6d2ad84c4fdb1ae8e9ded236abc9d9bafc17387f45626dcbd0b05073ce48d
B,E3XB_L2_F6_F5,L2,20240616,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240616/B1,4e09ddb3da976b13e95d504b9433b43c4e36a90fa6f7650c524ca3201f40f733
B,E3XB_L2_F6_F5,L2,20240616,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240616/B2,4e09ddb3da976b13e95d504b9433b43c4e36a90fa6f7650c524ca3201f40f733
B,E3XB_L2_F6_F5,L2,20240616,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240616/B4b,4e09ddb3da976b13e95d504b9433b43c4e36a90fa6f7650c524ca3201f40f733
B,E3XB_L2_F6_F5,L2,20240617,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240617/B0,36356664947397e6a8ba0a10003b2efc9162019114775beb62b8f2cdcf05c1fd
B,E3XB_L2_F6_F5,L2,20240617,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240617/B1,c077f43fff87212283ef4e39b6157a8b73d302b014234c026fadd4e154814015
B,E3XB_L2_F6_F5,L2,20240617,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240617/B2,c077f43fff87212283ef4e39b6157a8b73d302b014234c026fadd4e154814015
B,E3XB_L2_F6_F5,L2,20240617,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240617/B4b,c077f43fff87212283ef4e39b6157a8b73d302b014234c026fadd4e154814015
B,E3XB_L2_F6_F5,L2,20240618,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240618/B0,859219a615686cd74e6d0c383bb459a61059221202baa15ab555e9bc908d48d0
B,E3XB_L2_F6_F5,L2,20240618,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240618/B1,8db65fb90bb87eb4090fcb9f35f46e1dd6328468d36d0c4b17efb84f2eed228b
B,E3XB_L2_F6_F5,L2,20240618,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240618/B2,8db65fb90bb87eb4090fcb9f35f46e1dd6328468d36d0c4b17efb84f2eed228b
B,E3XB_L2_F6_F5,L2,20240618,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240618/B4b,8db65fb90bb87eb4090fcb9f35f46e1dd6328468d36d0c4b17efb84f2eed228b
B,E3XB_L2_F6_F5,L2,20240619,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240619/B0,9c0b19cc987d6c9b18dfb8a6573925dd755f30c0f3ce88ca8e1202e6b93e8ff9
B,E3XB_L2_F6_F5,L2,20240619,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240619/B1,108857baa49024aa763b9f24507adc1d8f655a24aa14b2b8fa8dba028b9858d7
B,E3XB_L2_F6_F5,L2,20240619,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240619/B2,108857baa49024aa763b9f24507adc1d8f655a24aa14b2b8fa8dba028b9858d7
B,E3XB_L2_F6_F5,L2,20240619,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240619/B4b,108857baa49024aa763b9f24507adc1d8f655a24aa14b2b8fa8dba028b9858d7
B,E3XB_L2_F6_F5,L2,20240620,B0,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240620/B0,e93166d63fcfb85415e3fb39c6e68d6512734a76c9157585f25726a73d4a5324
B,E3XB_L2_F6_F5,L2,20240620,B1,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240620/B1,7891416b3506f7d6e9406af368a6849da63cd36e232860ea714865b9fdd695ed
B,E3XB_L2_F6_F5,L2,20240620,B2,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240620/B2,7891416b3506f7d6e9406af368a6849da63cd36e232860ea714865b9fdd695ed
B,E3XB_L2_F6_F5,L2,20240620,B4b,900,1,1,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L2_F6_F5/seed20240620/B4b,7891416b3506f7d6e9406af368a6849da63cd36e232860ea714865b9fdd695ed
B,E3XB_L3_COMP_F1,L3,20240601,B0,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240601/B0,536fa0dd43b2c71794966226cc381f779676782e3f6c9d3013b4744896a0fb6a
B,E3XB_L3_COMP_F1,L3,20240601,B1,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240601/B1,ace9a1e3e9a0749e3f35357d1f3c5896ed276cd3e1d1ae39ba7632b3fc869cf7
B,E3XB_L3_COMP_F1,L3,20240601,B2,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240601/B2,ace9a1e3e9a0749e3f35357d1f3c5896ed276cd3e1d1ae39ba7632b3fc869cf7
B,E3XB_L3_COMP_F1,L3,20240601,B4b,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240601/B4b,ace9a1e3e9a0749e3f35357d1f3c5896ed276cd3e1d1ae39ba7632b3fc869cf7
B,E3XB_L3_COMP_F1,L3,20240602,B0,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240602/B0,ad719f2251b9cdcb42c276d51682baf1861cd7fa6558feceff602ccce276f563
B,E3XB_L3_COMP_F1,L3,20240602,B1,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240602/B1,63ad3e553b0dd6626a5da7e8986e32e732d9525fdd9c71d20c3430a7ed6a61d0
B,E3XB_L3_COMP_F1,L3,20240602,B2,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240602/B2,63ad3e553b0dd6626a5da7e8986e32e732d9525fdd9c71d20c3430a7ed6a61d0
B,E3XB_L3_COMP_F1,L3,20240602,B4b,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240602/B4b,63ad3e553b0dd6626a5da7e8986e32e732d9525fdd9c71d20c3430a7ed6a61d0
B,E3XB_L3_COMP_F1,L3,20240603,B0,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240603/B0,e97d092e4d3fcb132f3006fb6e40ec5664ed73e053ec49ae89340d69e3d44081
B,E3XB_L3_COMP_F1,L3,20240603,B1,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240603/B1,64f6c75185a3fd0349040ea84da7562a09805a15eb651a37b5e2d91816efa8da
B,E3XB_L3_COMP_F1,L3,20240603,B2,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240603/B2,64f6c75185a3fd0349040ea84da7562a09805a15eb651a37b5e2d91816efa8da
B,E3XB_L3_COMP_F1,L3,20240603,B4b,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240603/B4b,64f6c75185a3fd0349040ea84da7562a09805a15eb651a37b5e2d91816efa8da
B,E3XB_L3_COMP_F1,L3,20240604,B0,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240604/B0,fa9661ed8335a3aade63d21ac9514211c99aa94fdb5e1141cab8bb1baec27b20
B,E3XB_L3_COMP_F1,L3,20240604,B1,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240604/B1,08005a59f669dc05d9fb7acf286e650cc71ce23799453951e60b5978e84e35df
B,E3XB_L3_COMP_F1,L3,20240604,B2,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240604/B2,08005a59f669dc05d9fb7acf286e650cc71ce23799453951e60b5978e84e35df
B,E3XB_L3_COMP_F1,L3,20240604,B4b,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240604/B4b,08005a59f669dc05d9fb7acf286e650cc71ce23799453951e60b5978e84e35df
B,E3XB_L3_COMP_F1,L3,20240605,B0,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240605/B0,90ec21e8009bb013c62fbc2cf01840d3d8416d57657d51c71852395ee25c0240
B,E3XB_L3_COMP_F1,L3,20240605,B1,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240605/B1,c893d0cc9b5afb5342780df38863b878d3938d98ccb6ec5a5cd10473e0f21f30
B,E3XB_L3_COMP_F1,L3,20240605,B2,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240605/B2,c893d0cc9b5afb5342780df38863b878d3938d98ccb6ec5a5cd10473e0f21f30
B,E3XB_L3_COMP_F1,L3,20240605,B4b,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240605/B4b,c893d0cc9b5afb5342780df38863b878d3938d98ccb6ec5a5cd10473e0f21f30
B,E3XB_L3_COMP_F1,L3,20240606,B0,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240606/B0,d286115192b000ec8fb66455ba3439ab54a5904a7564e6d609508a395adc2942
B,E3XB_L3_COMP_F1,L3,20240606,B1,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240606/B1,47ad75def4b5bf7b0704952dcffbba81656e1db61818ad0d37bb1b23c8030d87
B,E3XB_L3_COMP_F1,L3,20240606,B2,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240606/B2,47ad75def4b5bf7b0704952dcffbba81656e1db61818ad0d37bb1b23c8030d87
B,E3XB_L3_COMP_F1,L3,20240606,B4b,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240606/B4b,47ad75def4b5bf7b0704952dcffbba81656e1db61818ad0d37bb1b23c8030d87
B,E3XB_L3_COMP_F1,L3,20240607,B0,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240607/B0,242afe10d6711cff82212131c1e989f4d7e539e85319c17ac98ed1effa8ca6ca
B,E3XB_L3_COMP_F1,L3,20240607,B1,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240607/B1,9bc43bd15857c12516b47dd6d41802be494830c65c481c528a327d5c855502b5
B,E3XB_L3_COMP_F1,L3,20240607,B2,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240607/B2,9bc43bd15857c12516b47dd6d41802be494830c65c481c528a327d5c855502b5
B,E3XB_L3_COMP_F1,L3,20240607,B4b,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240607/B4b,9bc43bd15857c12516b47dd6d41802be494830c65c481c528a327d5c855502b5
B,E3XB_L3_COMP_F1,L3,20240608,B0,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240608/B0,0e53c3e5e259b22ffeabbe1d5c9dec4a66910b65278e8c49fb60994afccd18db
B,E3XB_L3_COMP_F1,L3,20240608,B1,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240608/B1,3d2666b6197d1fbae68dfa1c534e3d6cd247cb170f2e2a3b54a986d699aae61e
B,E3XB_L3_COMP_F1,L3,20240608,B2,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240608/B2,3d2666b6197d1fbae68dfa1c534e3d6cd247cb170f2e2a3b54a986d699aae61e
B,E3XB_L3_COMP_F1,L3,20240608,B4b,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240608/B4b,3d2666b6197d1fbae68dfa1c534e3d6cd247cb170f2e2a3b54a986d699aae61e
B,E3XB_L3_COMP_F1,L3,20240609,B0,1200,2,2,0,0,runs/experiment3_cross_site/site_b_amsterdam/E3XB_L3_COMP_F1/seed20240609/B0,3f27729aecc60c0df955ffaa63d793da8a1152bafbd596999182821cd305feac
