site,scenario,seed,policy,regime,legal_n,both_modes,air_eta,ground_eta,air_advantage,best_margin,preemption,selected,completion_s,late
C,XC_L_H_high,20240610,B2,B: speed/service conflict,2,True,186.849,281.081,94.23200000000003,113.15100000000001,True,REASSIGN,185,False
C,XC_L_H_high,20240611,B2,B: speed/service conflict,2,True,172.773,281.081,108.30800000000002,127.227,True,REASSIGN,163,False
C,XC_L_H_high,20240612,B2,B: speed/service conflict,2,True,189.811,281.081,91.27000000000001,110.189,True,REASSIGN,188,False
C,XC_L_H_high,20240613,B2,B: speed/service conflict,2,True,171.552,281.081,109.52900000000002,128.448,True,REASSIGN,162,False
C,XC_L_H_high,20240614,B2,B: speed/service conflict,2,True,194.668,281.081,86.41300000000001,105.332,True,REASSIGN,193,False
C,XC_L_H_high,20240615,B2,B: speed/service conflict,2,True,192.876,281.081,88.20500000000001,107.124,True,REASSIGN,190,False
C,XC_L_H_high,20240616,B2,B: speed/service conflict,2,True,203.13,281.081,77.95100000000002,96.87,True,REASSIGN,202,False
C,XC_L_H_high,20240617,B2,B: speed/service conflict,2,True,186.109,281.081,94.97200000000001,113.89099999999999,True,REASSIGN,183,False
C,XC_L_H_high,20240618,B2,B: speed/service conflict,2,True,174.256,281.081,106.82500000000002,125.744,True,REASSIGN,172,False
C,XC_L_H_high,20240619,B2,B: speed/service conflict,2,True,174.444,281.081,106.63700000000003,125.55600000000001,True,REASSIGN,174,False
C,XC_L_H_high,20240620,B2,B: speed/service conflict,2,True,183.14,281.081,97.94100000000003,116.86000000000001,True,REASSIGN,173,False
C,XC_L_H_low,20240601,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240602,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240603,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240604,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240605,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240606,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240607,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240608,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240609,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240610,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240611,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240612,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240613,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240614,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240615,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240616,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240617,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240618,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240619,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_L_H_low,20240620,B2,A: no timely-ground preemption conflict,3,True,165.726,281.081,115.35500000000002,134.274,False,DISPATCH,161,False
C,XC_M_C_high,20240601,B2,A: no timely-ground preemption conflict,2,True,174.177,310.135,135.958,5.8230000000000075,True,REASSIGN,172,False
C,XC_M_C_high,20240602,B2,C: no timely candidate,2,True,183.111,310.135,127.024,-3.11099999999999,True,REASSIGN,181,True
C,XC_M_C_high,20240603,B2,A: no timely-ground preemption conflict,2,True,177.848,310.135,132.28699999999998,2.151999999999987,True,REASSIGN,175,False
C,XC_M_C_high,20240604,B2,A: no timely-ground preemption conflict,2,True,171.36,310.135,138.77499999999998,8.639999999999986,True,REASSIGN,156,False
C,XC_M_C_high,20240605,B2,A: no timely-ground preemption conflict,2,True,173.043,310.135,137.09199999999998,6.956999999999994,True,REASSIGN,163,False
C,XC_M_C_high,20240606,B2,A: no timely-ground preemption conflict,2,True,169.823,310.135,140.31199999999998,10.176999999999992,True,REASSIGN,159,False
C,XC_M_C_high,20240607,B2,A: no timely-ground preemption conflict,2,True,178.862,310.135,131.273,1.1380000000000052,True,REASSIGN,169,False
C,XC_M_C_high,20240608,B2,A: no timely-ground preemption conflict,2,True,174.198,310.135,135.93699999999998,5.8019999999999925,True,REASSIGN,164,False
C,XC_M_C_high,20240609,B2,C: no timely candidate,2,True,188.898,310.135,121.237,-8.897999999999996,True,REASSIGN,187,True
C,XC_M_C_high,20240610,B2,C: no timely candidate,2,True,186.849,310.135,123.286,-6.8489999999999895,True,REASSIGN,185,True
C,XC_M_C_high,20240611,B2,A: no timely-ground preemption conflict,2,True,172.773,310.135,137.362,7.227000000000004,True,REASSIGN,163,False
C,XC_M_C_high,20240612,B2,C: no timely candidate,2,True,189.811,310.135,120.32399999999998,-9.811000000000007,True,REASSIGN,188,True
C,XC_M_C_high,20240613,B2,A: no timely-ground preemption conflict,2,True,171.552,310.135,138.583,8.448000000000008,True,REASSIGN,162,False
C,XC_M_C_high,20240614,B2,C: no timely candidate,2,True,194.668,310.135,115.46699999999998,-14.668000000000006,True,REASSIGN,193,True
C,XC_M_C_high,20240615,B2,C: no timely candidate,2,True,192.876,310.135,117.25899999999999,-12.876000000000005,True,REASSIGN,190,True
C,XC_M_C_high,20240616,B2,C: no timely candidate,2,True,203.13,310.135,107.005,-23.129999999999995,True,REASSIGN,202,True
C,XC_M_C_high,20240617,B2,C: no timely candidate,2,True,186.109,310.135,124.02599999999998,-6.109000000000009,True,REASSIGN,183,True
C,XC_M_C_high,20240618,B2,A: no timely-ground preemption conflict,2,True,174.256,310.135,135.879,5.744,True,REASSIGN,172,False
C,XC_M_C_high,20240619,B2,A: no timely-ground preemption conflict,2,True,174.444,310.135,135.691,5.556000000000012,True,REASSIGN,174,False
C,XC_M_C_high,20240620,B2,C: no timely candidate,2,True,183.14,310.135,126.995,-3.1399999999999864,True,REASSIGN,173,False
C,XC_M_C_low,20240601,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240602,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240603,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240604,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240605,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240606,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240607,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240608,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240609,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240610,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240611,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240612,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240613,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240614,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240615,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240616,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240617,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240618,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240619,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_C_low,20240620,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,14.274000000000001,False,DISPATCH,161,False
C,XC_M_H_high,20240601,B2,A: no timely-ground preemption conflict,2,True,174.177,310.135,135.958,125.82300000000001,True,REASSIGN,172,False
C,XC_M_H_high,20240602,B2,A: no timely-ground preemption conflict,2,True,183.111,310.135,127.024,116.88900000000001,True,REASSIGN,181,False
C,XC_M_H_high,20240603,B2,A: no timely-ground preemption conflict,2,True,177.848,310.135,132.28699999999998,122.15199999999999,True,REASSIGN,175,False
C,XC_M_H_high,20240604,B2,A: no timely-ground preemption conflict,2,True,171.36,310.135,138.77499999999998,128.64,True,REASSIGN,156,False
C,XC_M_H_high,20240605,B2,A: no timely-ground preemption conflict,2,True,173.043,310.135,137.09199999999998,126.957,True,REASSIGN,163,False
C,XC_M_H_high,20240606,B2,A: no timely-ground preemption conflict,2,True,169.823,310.135,140.31199999999998,130.177,True,REASSIGN,159,False
C,XC_M_H_high,20240607,B2,A: no timely-ground preemption conflict,2,True,178.862,310.135,131.273,121.138,True,REASSIGN,169,False
C,XC_M_H_high,20240608,B2,A: no timely-ground preemption conflict,2,True,174.198,310.135,135.93699999999998,125.80199999999999,True,REASSIGN,164,False
C,XC_M_H_high,20240609,B2,A: no timely-ground preemption conflict,2,True,188.898,310.135,121.237,111.102,True,REASSIGN,187,False
C,XC_M_H_high,20240610,B2,A: no timely-ground preemption conflict,2,True,186.849,310.135,123.286,113.15100000000001,True,REASSIGN,185,False
C,XC_M_H_high,20240611,B2,A: no timely-ground preemption conflict,2,True,172.773,310.135,137.362,127.227,True,REASSIGN,163,False
C,XC_M_H_high,20240612,B2,A: no timely-ground preemption conflict,2,True,189.811,310.135,120.32399999999998,110.189,True,REASSIGN,188,False
C,XC_M_H_high,20240613,B2,A: no timely-ground preemption conflict,2,True,171.552,310.135,138.583,128.448,True,REASSIGN,162,False
C,XC_M_H_high,20240614,B2,A: no timely-ground preemption conflict,2,True,194.668,310.135,115.46699999999998,105.332,True,REASSIGN,193,False
C,XC_M_H_high,20240615,B2,A: no timely-ground preemption conflict,2,True,192.876,310.135,117.25899999999999,107.124,True,REASSIGN,190,False
C,XC_M_H_high,20240616,B2,A: no timely-ground preemption conflict,2,True,203.13,310.135,107.005,96.87,True,REASSIGN,202,False
C,XC_M_H_high,20240617,B2,A: no timely-ground preemption conflict,2,True,186.109,310.135,124.02599999999998,113.89099999999999,True,REASSIGN,183,False
C,XC_M_H_high,20240618,B2,A: no timely-ground preemption conflict,2,True,174.256,310.135,135.879,125.744,True,REASSIGN,172,False
C,XC_M_H_high,20240619,B2,A: no timely-ground preemption conflict,2,True,174.444,310.135,135.691,125.55600000000001,True,REASSIGN,174,False
C,XC_M_H_high,20240620,B2,A: no timely-ground preemption conflict,2,True,183.14,310.135,126.995,116.86000000000001,True,REASSIGN,173,False
C,XC_M_H_low,20240601,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240602,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240603,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240604,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240605,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240606,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240607,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240608,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240609,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240610,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240611,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240612,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240613,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240614,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240615,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240616,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240617,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240618,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240619,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
C,XC_M_H_low,20240620,B2,A: no timely-ground preemption conflict,3,True,165.726,310.135,144.409,134.274,False,DISPATCH,161,False
